,p-value
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-500pM_Trawler_1,6.547775650435834e-20
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-5nM_Trawler_1,3.84282825343724e-19
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-100nM-PCR2x_Trawler_2,2.847070488030286e-18
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-100nM-PCR2x_Trawler_1,3.5509268055843916e-17
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-100nM-PCR2x_Trawler_3,7.609153243333157e-17
NR3C1_NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_Trawler_1,1.0503779268342699e-16
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-500pM_Trawler_3,5.957425077663935e-14
NR3C1_NR3C1_ECC-1_encode-Myers_seq_hsa_DEX-100nM-v041610.2_Trawler_3,1.227702633394827e-11
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-500pM_Trawler_2,4.5974940426861695e-11
NR3C1_NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_Trawler_3,8.986344838216083e-10
NR3C1_NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_MEME_1,1.6971660279559636e-09
NR3C1_NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_MEME_2,1.4903646837112647e-07
NR3C1_NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_Trawler_2,3.1668027932242797e-07
NR3C1_NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_Trawler_1,1.514118419444815e-06
NR3C1_NR3C1_A549_encode-Myers_seq_hsa_DEX-5nM_Trawler_2,0.006445570460855623
NR3C1_NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_MDscan_1,0.008333317946587163
NR3C1_NR3C1_HepG2_encode-Snyder_seq_hsa_forskolin-P20_MEME_3,0.1305195227485042
