,p-value
ESRRA_ESR1_ECC-1_encode-Myers_seq_hsa_Estradiol-10nM-v041610.2_Trawler_3,1.3984389533695434e-28
ESRRA_ESR1_ECC-1_encode-Myers_seq_hsa_Genistein-100nM-v041610.2_Trawler_2,1.5941081530028784e-28
ESRRA_ESRRA_HepG2_encode-Snyder_seq_hsa_forskolin_Trawler_1,1.419567726883552e-25
ESRRA_ESR1_T-47D_encode-Myers_seq_hsa_Estradiol-10nM-v041610.2_Trawler_3,6.645863701204714e-22
ESRRA_ESR1_ECC-1_encode-Myers_seq_hsa_Estradiol-10nM-v041610.2_Trawler_2,1.7591062398141086e-20
ESRRA_ESR1_T-47D_encode-Myers_seq_hsa_Estradiol-10nM-v041610.2_Trawler_2,3.310727311719299e-17
ESRRA_ESR1_ECC-1_encode-Myers_seq_hsa_Genistein-100nM-v041610.2_Trawler_1,1.203916609549222e-15
ESRRA_ESR1_ECC-1_encode-Myers_seq_hsa_Genistein-100nM-v041610.2_Trawler_3,2.753994273376382e-15
ESRRA_ESR1_ECC-1_encode-Myers_seq_hsa_Estradiol-10nM-v041610.2_Trawler_1,2.4792208163061863e-10
ESRRA_ESR1_T-47D_encode-Myers_seq_hsa_Estradiol-10nM-v041610.2_Trawler_1,4.1463600631025083e-07
ESRRA_ESR1_T-47D_encode-Myers_seq_hsa_Genistein-100nM-v041610.2_Trawler_1,0.061085175739244296
