,p-value
ETS_ELK4_HeLa-S3_encode-Snyder_seq_hsa_Trawler_2,2.1893922658960565e-107
ETS_GABPA_H1-hESC_encode-Myers_seq_hsa_Trawler_3,2.829163158574843e-94
ETS_ETS1_GM12878_encode-Myers_seq_hsa_Trawler_1,2.0626080289921499e-91
ETS_ELK4_HeLa-S3_encode-Snyder_seq_hsa_Trawler_3,4.325071236874372e-90
ETS_GABPA_GM12878_encode-Myers_seq_hsa_PCR2x_Trawler_1,4.325071236874372e-90
ETS_ETS1_K562_encode-Myers_seq_hsa_v041610.1_Weeder_3,1.8402607174039602e-84
ETS_ELK4_HEK293b_encode-Snyder_seq_hsa_Trawler_1,1.3342122600344643e-83
ETS_ETS1_GM12878_encode-Myers_seq_hsa_MDscan_3,3.8859519634098213e-81
ETS_ETS1_GM12878_encode-Myers_seq_hsa_MDscan_1,7.303499680785405e-78
ETS_ETS1_GM12878_encode-Myers_seq_hsa_MDscan_2,7.303499680785405e-78
ETS_GABPA_GM12878_encode-Myers_seq_hsa_PCR2x_Trawler_2,8.004641561712227e-76
ETS_ETS1_GM12878_encode-Myers_seq_hsa_Trawler_3,4.7371247360799085e-70
ETS_GABPA_HepG2_encode-Myers_seq_hsa_PCR2x_Trawler_1,9.359052468826668e-70
ETS_GABPA_GM12878_encode-Myers_seq_hsa_PCR2x_Trawler_3,3.5353709283005066e-67
ETS_ETS1_K562_encode-Myers_seq_hsa_v041610.1_Trawler_2,8.020109516396929e-57
ETS_GABPA_H1-hESC_encode-Myers_seq_hsa_Trawler_1,5.001358325811142e-55
ETS_ETS1_K562_encode-Myers_seq_hsa_v041610.1_MDscan_1,2.4105150726830613e-51
ETS_ETS1_K562_encode-Myers_seq_hsa_v041610.1_MDscan_3,3.700189986570912e-50
ETS_ETS1_K562_encode-Myers_seq_hsa_v041610.1_MDscan_2,7.92416640443103e-50
ETS_GABPA_HeLa-S3_encode-Myers_seq_hsa_Trawler_3,6.788833543069825e-41
ETS_ETS1_K562_encode-Myers_seq_hsa_v041610.1_MEME_1,3.0425496349726923e-40
ETS_GABPA_H1-hESC_encode-Myers_seq_hsa_Trawler_2,1.2836813496462759e-39
ETS_ETS1_K562_encode-Myers_seq_hsa_v041610.1_Trawler_1,1.157319551247914e-38
ETS_ETS1_GM12878_encode-Myers_seq_hsa_Trawler_2,6.510558393703193e-36
ETS_GABPA_K562_encode-Myers_seq_hsa_v041610.1_Trawler_1,5.144255173049378e-30
ETS_ETS1_K562_encode-Myers_seq_hsa_v041610.1_Weeder_2,2.5454396528080887e-26
ETS_ETS1_GM12878_encode-Myers_seq_hsa_MEME_1,1.3747518892822348e-10
ETS_ELK4_HeLa-S3_encode-Snyder_seq_hsa_Trawler_1,0.015126845021305027
ETS_ETS1_K562_encode-Myers_seq_hsa_v041610.1_Weeder_1,
ETS_GABPA_H1-hESC_encode-Myers_seq_hsa_Weeder_1,
